fips,CTYNAME,YEAR,Total,Total_Males,Total_Female,White_Male,White_Female,Black_Male,Black_Female,Native_Amer_Male,Native_Amer_Female,Asian_Male,Asian_Female,Hispanic_Male,Hispanic_Female
93,Isle of Wight County,2010,35316,17204,18112,12667,12845,4056,4714,67,69,123,167,323,344
93,Isle of Wight County,2011,35296,17208,18088,12708,12851,4001,4685,75,70,128,170,353,378
93,Isle of Wight County,2012,35343,17316,18027,12753,12836,4021,4602,81,73,139,181,372,400
93,Isle of Wight County,2013,35526,17395,18131,12805,12974,4022,4537,82,76,138,187,423,441
93,Isle of Wight County,2014,35865,17551,18314,12993,13153,3984,4525,76,80,146,194,488,459
93,Isle of Wight County,2015,36159,17707,18452,13190,13307,3921,4472,77,76,149,204,521,480
93,Isle of Wight County,2016,36326,17798,18528,13248,13346,3935,4476,87,72,142,223,548,481
93,Isle of Wight County,2017,36571,17892,18679,13224,13423,4021,4525,89,75,136,213,582,523
93,Isle of Wight County,2018,36972,18092,18880,13338,13548,4087,4561,89,82,146,219,615,582
93,Isle of Wight County,2019,37109,18186,18923,13408,13573,4068,4549,95,90,147,216,649,609
95,James City County,2010,67661,32661,35000,26739,28510,4315,4693,110,101,693,882,1569,1520
95,James City County,2011,68297,32962,35335,26956,28784,4363,4728,116,112,708,876,1673,1643
95,James City County,2012,69409,33543,35866,27367,29059,4452,4875,128,118,731,921,1776,1769
95,James City County,2013,70612,34096,36516,27658,29494,4627,5007,127,120,764,941,1853,1851
95,James City County,2014,72064,34770,37294,28208,30082,4653,5058,132,125,800,1003,1927,1930
95,James City County,2015,72819,35132,37687,28456,30413,4736,5086,141,130,789,1030,1955,2004
95,James City County,2016,73930,35609,38321,28763,30866,4823,5210,165,138,829,1071,2053,2062
95,James City County,2017,75274,36307,38967,29290,31337,4938,5300,167,146,843,1125,2168,2159
95,James City County,2018,76033,36759,39274,29605,31486,5021,5358,164,152,862,1156,2270,2214
95,James City County,2019,76523,36985,39538,29791,31682,4995,5438,169,167,872,1151,2372,2320
97,King and Queen County,2010,6976,3479,3497,2384,2341,956,1036,72,48,5,13,128,69
97,King and Queen County,2011,6987,3503,3484,2421,2339,932,1017,71,46,8,15,139,88
97,King and Queen County,2012,7009,3495,3514,2438,2400,897,984,74,47,9,15,141,97
97,King and Queen County,2013,7029,3538,3491,2461,2375,908,980,77,53,11,15,141,100
97,King and Queen County,2014,7082,3563,3519,2465,2389,914,981,77,55,11,19,120,100
97,King and Queen County,2015,7085,3583,3502,2496,2408,906,946,73,56,8,17,128,103
97,King and Queen County,2016,7054,3597,3457,2465,2350,946,949,73,57,11,20,127,97
97,King and Queen County,2017,6999,3557,3442,2466,2366,910,919,69,57,11,20,129,92
97,King and Queen County,2018,7045,3573,3472,2459,2360,924,940,72,54,12,20,136,97
97,King and Queen County,2019,7025,3580,3445,2505,2339,902,938,70,50,13,22,135,85
99,King George County,2010,23696,11932,11764,9338,9006,2097,2192,65,61,112,170,404,387
99,King George County,2011,24273,12205,12068,9575,9260,2091,2186,64,67,121,173,471,445
99,King George County,2012,24606,12400,12206,9689,9346,2132,2207,73,72,128,181,555,487
99,King George County,2013,24897,12521,12376,9825,9513,2107,2177,72,79,135,196,543,485
99,King George County,2014,25260,12765,12495,9997,9610,2144,2181,80,79,138,208,604,488
99,King George County,2015,25414,12775,12639,9977,9741,2127,2159,83,85,149,222,632,556
99,King George County,2016,25947,13146,12801,10259,9939,2155,2108,88,83,152,214,691,617
99,King George County,2017,26337,13352,12985,10416,10072,2154,2132,93,90,173,226,727,669
99,King George County,2018,26612,13469,13143,10540,10191,2140,2147,108,104,182,227,827,743
99,King George County,2019,26836,13586,13250,10626,10274,2145,2166,112,106,197,235,827,741
101,King William County,2010,15999,7795,8204,6113,6334,1328,1505,123,106,56,68,176,158
101,King William County,2011,16014,7826,8188,6147,6321,1332,1494,119,101,56,72,176,157
101,King William County,2012,15977,7816,8161,6163,6303,1303,1484,121,105,55,75,185,167
101,King William County,2013,16092,7862,8230,6222,6372,1279,1482,124,101,58,78,204,168
101,King William County,2014,16149,7880,8269,6245,6389,1273,1493,120,102,72,85,214,192
101,King William County,2015,16282,7981,8301,6316,6408,1287,1504,128,109,84,97,225,200
101,King William County,2016,16405,8014,8391,6369,6483,1251,1512,126,109,85,103,219,201
101,King William County,2017,16684,8133,8551,6505,6656,1214,1470,129,108,89,117,226,202
101,King William County,2018,16919,8271,8648,6628,6775,1210,1443,139,111,87,108,243,202
101,King William County,2019,17148,8388,8760,6717,6891,1221,1424,143,113,86,107,268,223
103,Lancaster County,2010,11362,5324,6038,3767,4203,1469,1733,8,14,27,38,53,67
103,Lancaster County,2011,11275,5323,5952,3742,4175,1488,1672,8,13,30,38,67,80
103,Lancaster County,2012,11125,5227,5898,3669,4142,1465,1640,9,14,31,42,87,82
103,Lancaster County,2013,10959,5138,5821,3572,4049,1465,1652,10,15,31,43,86,85
103,Lancaster County,2014,10861,5123,5738,3585,3988,1435,1627,10,16,30,43,91,82
103,Lancaster County,2015,10825,5115,5710,3569,3959,1425,1618,15,24,36,47,115,91
103,Lancaster County,2016,10771,5067,5704,3525,3939,1417,1621,9,23,39,45,123,91
103,Lancaster County,2017,10725,5063,5662,3516,3924,1415,1606,10,23,39,44,129,95
103,Lancaster County,2018,10696,5051,5645,3473,3871,1443,1633,11,26,35,44,153,104
103,Lancaster County,2019,10603,5010,5593,3461,3854,1407,1604,11,27,37,46,157,112
105,Lee County,2010,25605,13355,12250,12202,12055,915,65,79,28,35,24,347,59
105,Lee County,2011,25544,13306,12238,12145,12028,918,66,78,29,34,26,357,69
105,Lee County,2012,25428,13262,12166,12105,11962,915,66,76,27,34,26,356,74
105,Lee County,2013,25080,13120,11960,11942,11754,929,65,77,27,35,25,365,79
105,Lee County,2014,24724,12946,11778,11741,11561,949,69,78,28,40,28,370,77
105,Lee County,2015,24595,12897,11698,11679,11470,965,73,78,28,39,29,383,84
105,Lee County,2016,24165,12622,11543,11480,11305,880,78,76,28,40,27,373,86
105,Lee County,2017,23900,12436,11464,11379,11232,807,77,71,26,34,27,350,97
105,Lee County,2018,23656,12297,11359,11262,11126,789,77,67,26,34,27,357,99
105,Lee County,2019,23423,12215,11208,11167,10973,793,79,65,27,42,29,359,102
107,Loudoun County,2010,315478,155691,159787,115186,116712,11507,12304,718,741,23047,24708,19909,19342
107,Loudoun County,2011,326327,161277,165050,118634,119744,11926,12702,736,741,24414,26176,21019,20444
107,Loudoun County,2012,337847,167149,170698,122071,122864,12436,13081,774,761,26006,27962,22086,21536
107,Loudoun County,2013,349915,173265,176650,125364,126198,13004,13454,820,805,27953,29849,23108,22570
107,Loudoun County,2014,362206,179464,182742,128261,129055,13576,13874,823,821,30325,32298,23992,23576
107,Loudoun County,2015,374014,185259,188755,130759,131590,14218,14446,820,844,32641,34697,25043,24724
107,Loudoun County,2016,385546,190922,194624,133131,134014,14876,14967,882,885,34858,37123,26114,25813
107,Loudoun County,2017,397049,196773,200276,135307,136362,15563,15588,934,898,37338,39462,27256,26935
107,Loudoun County,2018,405522,200940,204582,136699,137935,16201,16142,932,931,39190,41287,27833,27832
107,Loudoun County,2019,413538,205164,208374,138227,139025,16758,16707,973,945,41000,43135,28785,28723
109,Louisa County,2010,33309,16399,16910,13060,13343,2847,3046,66,63,57,104,425,360
109,Louisa County,2011,33465,16492,16973,13238,13434,2771,3005,64,64,56,99,446,390
109,Louisa County,2012,33494,16516,16978,13272,13457,2738,2980,71,69,57,106,447,386
109,Louisa County,2013,33987,16764,17223,13517,13648,2759,3023,76,75,57,108,436,395
109,Louisa County,2014,34310,16926,17384,13680,13815,2736,2974,81,82,77,122,457,407
109,Louisa County,2015,34611,17049,17562,13742,13971,2754,2983,89,94,83,123,491,407
109,Louisa County,2016,35304,17426,17878,14064,14305,2771,2938,95,96,89,130,546,436
109,Louisa County,2017,35912,17774,18138,14323,14514,2806,2977,108,94,99,132,573,469
109,Louisa County,2018,36784,18190,18594,14697,14943,2838,2981,121,102,102,141,617,509
109,Louisa County,2019,37591,18594,18997,15063,15315,2858,2988,119,100,103,140,674,577
111,Lunenburg County,2010,12910,6855,6055,4217,3878,2510,2026,17,25,8,16,277,191
111,Lunenburg County,2011,12911,6879,6032,4245,3898,2490,1970,17,27,11,18,284,198
111,Lunenburg County,2012,12638,6675,5963,4152,3850,2382,1947,19,28,13,18,283,201
111,Lunenburg County,2013,12532,6675,5857,4141,3781,2389,1905,19,28,12,18,287,201
111,Lunenburg County,2014,12482,6567,5915,4080,3808,2339,1925,21,29,14,21,293,228
111,Lunenburg County,2015,12348,6507,5841,4027,3755,2312,1904,29,27,14,21,317,234
111,Lunenburg County,2016,12319,6523,5796,4033,3760,2316,1854,29,29,15,22,341,243
111,Lunenburg County,2017,12333,6529,5804,4039,3753,2312,1861,33,35,18,19,361,253
111,Lunenburg County,2018,12215,6468,5747,3970,3718,2314,1842,32,33,17,20,371,267
111,Lunenburg County,2019,12196,6450,5746,3964,3708,2293,1837,34,32,20,22,391,266
113,Madison County,2010,13300,6487,6813,5615,5973,695,617,20,10,31,46,126,106
113,Madison County,2011,13141,6404,6737,5544,5894,675,608,20,8,32,48,129,115
113,Madison County,2012,13132,6380,6752,5520,5901,672,616,22,9,31,45,144,125
113,Madison County,2013,13090,6344,6746,5508,5903,641,601,21,12,30,45,147,132
113,Madison County,2014,13030,6323,6707,5493,5842,638,619,22,12,30,45,155,144
113,Madison County,2015,13047,6328,6719,5505,5850,633,606,20,10,31,47,169,162
113,Madison County,2016,13081,6343,6738,5521,5876,617,593,19,10,34,51,186,174
113,Madison County,2017,13212,6399,6813,5577,5951,626,589,20,12,31,52,196,188
113,Madison County,2018,13248,6403,6845,5561,5974,630,575,19,16,33,56,198,205
113,Madison County,2019,13261,6424,6837,5566,5955,641,588,19,17,34,49,201,227
115,Mathews County,2010,8974,4364,4610,3852,4084,399,415,15,7,10,22,53,48
115,Mathews County,2011,8944,4362,4582,3852,4064,390,400,15,9,10,26,68,62
115,Mathews County,2012,8911,4330,4581,3824,4050,386,407,15,8,14,28,72,75
115,Mathews County,2013,8898,4303,4595,3797,4050,383,410,15,8,14,33,83,96
115,Mathews County,2014,8813,4254,4559,3757,4009,374,411,16,7,15,39,80,90
115,Mathews County,2015,8834,4274,4560,3756,3984,385,423,16,7,17,42,96,100
115,Mathews County,2016,8769,4232,4537,3729,3975,371,407,20,8,18,42,117,101
115,Mathews County,2017,8709,4209,4500,3723,3938,351,401,17,10,18,42,125,99
115,Mathews County,2018,8792,4250,4542,3758,3988,354,399,17,10,23,44,137,97
115,Mathews County,2019,8834,4277,4557,3777,4006,359,388,18,10,28,49,142,98
117,Mecklenburg County,2010,32708,16201,16507,9782,10090,6046,6046,41,33,105,116,490,311
117,Mecklenburg County,2011,32560,16152,16408,9739,10074,6005,5939,47,34,116,123,489,320
117,Mecklenburg County,2012,31686,15343,16343,9484,10068,5457,5846,46,40,121,134,457,308
117,Mecklenburg County,2013,31239,15133,16106,9375,9983,5357,5701,47,42,109,124,445,314
117,Mecklenburg County,2014,31104,15082,16022,9416,9989,5247,5603,46,40,111,122,465,333
117,Mecklenburg County,2015,30922,14946,15976,9324,9931,5203,5587,47,44,111,129,491,356
117,Mecklenburg County,2016,30813,14960,15853,9369,9867,5152,5515,54,49,116,141,532,362
117,Mecklenburg County,2017,30693,14954,15739,9393,9794,5103,5485,54,43,118,134,559,365
117,Mecklenburg County,2018,30624,14905,15719,9333,9739,5095,5501,58,54,121,137,548,380
117,Mecklenburg County,2019,30587,14899,15688,9320,9720,5096,5474,59,58,120,137,568,387
119,Middlesex County,2010,10980,5475,5505,4304,4467,1051,920,18,17,12,26,116,56
119,Middlesex County,2011,10854,5370,5484,4237,4442,998,918,19,20,14,28,119,66
119,Middlesex County,2012,10850,5387,5463,4217,4398,1022,935,24,19,17,30,140,75
119,Middlesex County,2013,10781,5355,5426,4188,4370,1016,923,26,18,18,30,138,88
119,Middlesex County,2014,10657,5248,5409,4118,4350,975,918,27,20,17,28,143,96
119,Middlesex County,2015,10686,5279,5407,4124,4364,1000,903,27,20,16,28,145,103
119,Middlesex County,2016,10749,5267,5482,4164,4426,948,913,27,24,18,30,145,111
119,Middlesex County,2017,10625,5173,5452,4098,4404,915,896,30,27,18,28,151,130
119,Middlesex County,2018,10733,5254,5479,4146,4420,916,887,30,28,21,29,163,137
119,Middlesex County,2019,10582,5191,5391,4088,4387,913,846,30,27,23,28,158,150
121,Montgomery County,2010,94557,48890,45667,42801,40596,2008,1780,145,115,2903,2324,1387,1201
121,Montgomery County,2011,94737,48947,45790,42736,40662,2011,1775,150,119,2982,2340,1412,1231
121,Montgomery County,2012,95652,49578,46074,43078,40825,2047,1768,149,126,3131,2415,1498,1257
121,Montgomery County,2013,96589,50207,46382,43466,41063,2097,1772,152,134,3269,2465,1528,1289
121,Montgomery County,2014,97107,50574,46533,43562,41093,2175,1821,145,140,3407,2527,1608,1312
121,Montgomery County,2015,97317,50560,46757,43358,41144,2177,1839,155,139,3553,2674,1628,1353
121,Montgomery County,2016,98172,51015,47157,43660,41409,2214,1884,149,121,3595,2752,1669,1394
121,Montgomery County,2017,98142,50884,47258,43459,41450,2243,1885,149,124,3597,2787,1748,1458
121,Montgomery County,2018,98532,51081,47451,43645,41601,2245,1869,161,142,3562,2807,1753,1485
121,Montgomery County,2019,98535,50976,47559,43538,41669,2313,1925,165,142,3496,2749,1869,1555
125,Nelson County,2010,14978,7280,7698,6192,6452,918,1051,32,24,23,50,272,188
125,Nelson County,2011,15020,7337,7683,6236,6439,917,1030,33,25,26,52,288,211
125,Nelson County,2012,14802,7201,7601,6147,6358,860,1014,36,29,30,56,273,202
125,Nelson County,2013,14800,7210,7590,6161,6350,843,987,39,29,36,66,294,223
125,Nelson County,2014,14863,7196,7667,6151,6431,833,973,42,34,37,67,300,241
125,Nelson County,2015,14760,7170,7590,6131,6404,827,939,42,35,39,61,310,263
125,Nelson County,2016,14805,7199,7606,6151,6420,829,929,43,37,42,63,325,280
125,Nelson County,2017,14800,7173,7627,6140,6436,805,925,42,37,44,68,342,291
125,Nelson County,2018,14862,7176,7686,6159,6474,783,924,44,36,41,79,345,293
125,Nelson County,2019,14930,7216,7714,6185,6500,774,927,47,36,40,73,356,286
127,New Kent County,2010,18543,9436,9107,7704,7544,1358,1166,111,83,71,95,222,173
127,New Kent County,2011,18764,9539,9225,7825,7640,1340,1185,111,75,74,103,242,174
127,New Kent County,2012,19149,9702,9447,7954,7824,1370,1204,107,78,75,114,260,198
127,New Kent County,2013,19516,9927,9589,8159,7932,1383,1218,109,86,80,120,283,209
127,New Kent County,2014,20019,10181,9838,8335,8099,1425,1271,115,87,79,127,322,215
127,New Kent County,2015,20377,10383,9994,8483,8274,1456,1229,117,100,84,132,339,222
127,New Kent County,2016,21009,10720,10289,8747,8524,1503,1248,123,107,89,137,383,251
127,New Kent County,2017,21638,11029,10609,8969,8757,1561,1319,126,112,92,136,443,305
127,New Kent County,2018,22317,11384,10933,9146,8958,1667,1393,135,116,111,157,464,335
127,New Kent County,2019,23091,11758,11333,9407,9255,1752,1448,140,124,116,166,494,344
131,Northampton County,2010,12409,5938,6471,3743,3816,2042,2508,16,12,39,50,532,360
131,Northampton County,2011,12408,5901,6507,3725,3813,2008,2531,16,14,43,56,555,385
131,Northampton County,2012,12212,5839,6373,3689,3722,1979,2484,15,15,42,55,565,381
131,Northampton County,2013,12030,5764,6266,3665,3693,1913,2412,14,14,44,56,583,379
131,Northampton County,2014,12038,5781,6257,3693,3704,1885,2379,21,17,46,52,593,406
131,Northampton County,2015,12080,5785,6295,3664,3743,1908,2384,25,20,46,51,575,423
131,Northampton County,2016,12002,5741,6261,3637,3728,1879,2342,27,18,51,57,583,443
131,Northampton County,2017,11872,5689,6183,3634,3705,1830,2289,27,18,54,57,595,432
131,Northampton County,2018,11761,5610,6151,3613,3722,1756,2249,29,16,60,58,612,451
131,Northampton County,2019,11710,5608,6102,3641,3700,1735,2217,28,18,60,62,648,460
133,Northumberland County,2010,12355,6016,6339,4442,4563,1476,1666,7,13,16,22,222,164
133,Northumberland County,2011,12451,6065,6386,4476,4609,1490,1661,6,18,16,22,215,177
133,Northumberland County,2012,12422,6070,6352,4482,4589,1485,1642,8,21,15,23,227,188
133,Northumberland County,2013,12298,6044,6254,4493,4496,1445,1632,5,21,17,27,230,185
133,Northumberland County,2014,12256,6035,6221,4508,4493,1424,1600,5,18,16,30,247,200
133,Northumberland County,2015,12241,6000,6241,4485,4511,1404,1577,7,21,17,35,245,214
133,Northumberland County,2016,12176,5993,6183,4458,4446,1412,1575,10,20,21,36,228,211
133,Northumberland County,2017,12271,6025,6246,4442,4468,1457,1597,12,17,23,38,238,213
133,Northumberland County,2018,12168,5972,6196,4425,4420,1414,1589,12,15,22,37,244,211
133,Northumberland County,2019,12095,5925,6170,4376,4381,1420,1602,14,15,22,40,246,217
135,Nottoway County,2010,15840,8365,7475,4750,4479,3461,2824,46,47,31,20,363,244
135,Nottoway County,2011,15894,8437,7457,4783,4448,3490,2821,46,48,33,21,360,249
135,Nottoway County,2012,15756,8407,7349,4772,4370,3458,2780,47,49,34,26,360,239
135,Nottoway County,2013,15637,8317,7320,4689,4351,3442,2764,48,50,38,29,364,250
135,Nottoway County,2014,15511,8209,7302,4637,4346,3380,2722,52,53,35,38,357,243
135,Nottoway County,2015,15606,8416,7190,4686,4280,3534,2678,51,57,36,32,378,261
135,Nottoway County,2016,15495,8405,7090,4660,4235,3545,2631,50,54,37,36,384,271
135,Nottoway County,2017,15432,8356,7076,4645,4241,3501,2593,50,59,41,37,390,282
135,Nottoway County,2018,15400,8328,7072,4630,4238,3480,2590,52,60,40,38,403,308
135,Nottoway County,2019,15232,8241,6991,4567,4196,3446,2544,56,60,46,39,416,313
137,Orange County,2010,33578,16458,17120,13779,14329,2160,2163,45,56,103,160,623,527
137,Orange County,2011,33994,16631,17363,13923,14460,2151,2227,56,68,106,175,664,562
137,Orange County,2012,34275,16823,17452,14041,14469,2178,2259,64,71,119,195,723,614
137,Orange County,2013,34620,17005,17615,14217,14627,2180,2259,69,72,121,211,803,661
137,Orange County,2014,34923,17079,17844,14214,14803,2225,2278,65,86,141,212,824,677
137,Orange County,2015,35178,17200,17978,14303,14875,2255,2320,61,83,141,209,869,715
137,Orange County,2016,35354,17252,18102,14283,14934,2304,2355,67,91,158,230,911,768
137,Orange County,2017,35870,17450,18420,14352,15170,2399,2384,78,103,159,234,959,806
137,Orange County,2018,36598,17825,18773,14668,15383,2415,2453,82,107,163,231,1053,867
137,Orange County,2019,37051,18116,18935,14899,15574,2458,2454,88,108,165,234,1122,935
139,Page County,2010,24065,11835,12230,11396,11815,267,215,24,21,28,54,202,171
139,Page County,2011,23957,11750,12207,11304,11775,273,223,24,23,27,58,219,177
139,Page County,2012,23841,11721,12120,11251,11689,266,220,31,24,39,60,223,187
139,Page County,2013,23723,11662,12061,11193,11635,256,213,28,23,41,68,226,188
139,Page County,2014,23784,11722,12062,11233,11620,263,220,31,25,44,69,240,205
139,Page County,2015,23662,11682,11980,11188,11533,260,215,32,25,41,65,233,209
139,Page County,2016,23619,11624,11995,11141,11549,253,211,35,26,42,66,233,210
139,Page County,2017,23784,11733,12051,11223,11578,273,223,35,32,45,67,243,223
139,Page County,2018,23972,11842,12130,11305,11644,285,217,34,32,49,70,260,255
139,Page County,2019,23902,11826,12076,11266,11566,301,231,41,31,53,68,274,253
141,Patrick County,2010,18470,9075,9395,8389,8689,535,548,38,36,19,32,232,206
141,Patrick County,2011,18335,9004,9331,8316,8627,534,538,38,38,17,32,242,207
141,Patrick County,2012,18333,9014,9319,8319,8625,531,525,40,38,17,34,249,206
141,Patrick County,2013,18249,9013,9236,8294,8553,543,515,42,42,21,33,259,212
141,Patrick County,2014,18175,8949,9226,8250,8557,534,493,42,43,22,35,265,216
141,Patrick County,2015,17960,8871,9089,8184,8428,510,473,42,43,26,36,282,227
141,Patrick County,2016,17796,8788,9008,8111,8332,504,479,45,45,22,33,295,237
141,Patrick County,2017,17713,8773,8940,8074,8282,516,463,44,45,22,35,295,253
141,Patrick County,2018,17663,8741,8922,8053,8270,499,454,45,49,23,37,296,265
141,Patrick County,2019,17608,8736,8872,8050,8235,495,432,49,51,22,37,295,263
143,Pittsylvania County,2010,63586,31356,32230,23995,24435,6858,7276,85,66,82,112,793,575
143,Pittsylvania County,2011,63262,31108,32154,23850,24393,6712,7213,93,74,84,126,799,619
143,Pittsylvania County,2012,62895,30942,31953,23710,24283,6676,7115,90,78,94,132,824,623
143,Pittsylvania County,2013,62554,30767,31787,23571,24205,6602,7008,89,79,105,138,843,664
143,Pittsylvania County,2014,62371,30605,31766,23469,24154,6515,7013,92,75,117,144,819,676
143,Pittsylvania County,2015,62010,30491,31519,23356,23970,6495,6904,91,84,119,152,852,681
143,Pittsylvania County,2016,61704,30368,31336,23313,23802,6405,6865,97,86,124,157,893,735
143,Pittsylvania County,2017,61309,30195,31114,23136,23650,6384,6800,99,89,129,167,900,693
143,Pittsylvania County,2018,60901,30034,30867,22953,23426,6371,6767,108,86,128,169,938,704
143,Pittsylvania County,2019,60354,29721,30633,22754,23236,6259,6711,110,89,129,174,951,712
145,Powhatan County,2010,28125,15145,12980,12252,11507,2635,1205,45,33,51,84,281,226
145,Powhatan County,2011,28129,15182,12947,12284,11494,2634,1186,44,33,50,86,286,227
145,Powhatan County,2012,28178,15200,12978,12348,11548,2569,1150,49,34,64,98,282,239
145,Powhatan County,2013,28300,15207,13093,12394,11647,2518,1140,54,40,64,99,288,268
145,Powhatan County,2014,28496,15255,13241,12493,11815,2456,1109,56,39,69,106,298,259
145,Powhatan County,2015,28056,14653,13403,12384,11952,1964,1108,57,43,60,97,298,260
145,Powhatan County,2016,28443,14869,13574,12655,12129,1896,1071,60,51,68,102,300,290
145,Powhatan County,2017,28716,14890,13826,12817,12385,1739,1059,65,53,68,106,327,298
145,Powhatan County,2018,29210,15149,14061,13070,12621,1722,1041,67,60,73,109,368,328
145,Powhatan County,2019,29652,15325,14327,13223,12873,1710,1016,69,61,69,109,364,323
147,Prince Edward County,2010,23359,11560,11799,7504,7390,3749,4044,45,32,93,137,305,228
147,Prince Edward County,2011,22318,11061,11257,7034,6914,3693,3942,46,36,105,153,303,219
147,Prince Edward County,2012,23172,11527,11645,7468,7261,3729,3968,45,34,108,166,312,240
147,Prince Edward County,2013,22714,11211,11503,7347,7151,3522,3904,41,37,118,189,300,245
147,Prince Edward County,2014,22975,11321,11654,7459,7267,3522,3937,42,35,112,183,326,253
147,Prince Edward County,2015,23120,11534,11586,7509,7237,3677,3915,38,38,114,182,337,250
147,Prince Edward County,2016,23020,11496,11524,7513,7206,3633,3870,42,38,104,199,357,240
147,Prince Edward County,2017,22678,11297,11381,7293,7042,3626,3881,40,39,117,192,367,261
147,Prince Edward County,2018,22906,11465,11441,7351,7092,3722,3886,38,37,121,185,381,279
147,Prince Edward County,2019,22802,11400,11402,7346,7101,3666,3822,38,39,125,193,397,277
149,Prince George County,2010,35642,19446,16196,11654,10622,6952,4651,151,66,217,352,1195,895
149,Prince George County,2011,36716,20081,16635,11990,10829,7172,4760,165,99,228,374,1347,1027
149,Prince George County,2012,37123,20479,16644,12189,10786,7308,4791,169,96,251,418,1417,1044
149,Prince George County,2013,37333,20545,16788,12243,10832,7293,4837,157,86,269,436,1527,1142
149,Prince George County,2014,37415,20516,16899,12269,10881,7186,4875,166,99,280,451,1553,1203
149,Prince George County,2015,38246,21081,17165,12467,10933,7502,5061,174,94,291,468,1649,1232
149,Prince George County,2016,37972,20616,17356,12347,10995,7177,5164,170,115,296,476,1696,1317
149,Prince George County,2017,38006,20578,17428,12169,10878,7160,5229,170,115,327,506,1755,1288
149,Prince George County,2018,37993,20442,17551,12133,10889,7030,5325,166,107,338,492,1844,1384
149,Prince George County,2019,38353,20598,17755,12152,10969,7103,5407,175,109,344,493,1871,1445
153,Prince William County,2010,406169,201822,204347,135108,132469,41318,44186,2437,2270,14739,16714,42705,39957
153,Prince William County,2011,419094,208617,210477,138989,135887,43107,45790,2457,2278,15457,17403,44999,41963
153,Prince William County,2012,429616,213749,215867,141845,138732,44359,47137,2427,2291,16184,18213,46439,43598
153,Prince William County,2013,437735,218029,219706,143957,140474,45495,48326,2466,2269,16715,18819,48174,45277
153,Prince William County,2014,443782,221123,222659,144755,141492,46620,49274,2448,2292,17465,19490,49698,47029
153,Prince William County,2015,450978,224857,226121,145983,142676,47934,50214,2532,2362,18209,20419,51637,48723
153,Prince William County,2016,456496,227763,228733,146870,143419,48947,51007,2597,2300,18936,21234,53932,50671
153,Prince William County,2017,463069,231589,231480,148329,144108,50170,51853,2626,2296,19648,22115,56628,52821
153,Prince William County,2018,466235,233125,233110,148473,144347,50751,52369,2640,2296,20189,22767,58206,54246
153,Prince William County,2019,470335,235142,235193,148680,144718,51416,53096,2684,2341,20951,23478,59645,55528
155,Pulaski County,2010,34828,17200,17628,15931,16412,899,863,29,33,84,98,238,198
155,Pulaski County,2011,34740,17206,17534,15928,16321,891,853,29,40,91,102,248,215
155,Pulaski County,2012,34732,17227,17505,15904,16278,921,856,35,40,88,104,255,206
155,Pulaski County,2013,34546,17197,17349,15850,16147,947,833,36,31,93,110,262,212
155,Pulaski County,2014,34340,17117,17223,15770,16013,947,835,39,30,98,113,284,224
155,Pulaski County,2015,34351,17150,17201,15798,15985,937,804,40,34,101,123,309,265
155,Pulaski County,2016,34249,17145,17104,15779,15906,946,783,37,37,103,118,331,276
155,Pulaski County,2017,34225,17147,17078,15750,15868,960,784,39,37,109,119,333,276
155,Pulaski County,2018,34060,17042,17018,15655,15807,952,783,42,40,110,110,331,280
155,Pulaski County,2019,34027,17053,16974,15652,15748,945,773,43,46,113,114,340,279
157,Rappahannock County,2010,7500,3754,3746,3493,3493,172,157,5,13,17,22,115,121
157,Rappahannock County,2011,7476,3736,3740,3480,3480,167,159,5,14,18,23,115,116
157,Rappahannock County,2012,7409,3676,3733,3418,3477,171,156,5,13,19,27,110,131
157,Rappahannock County,2013,7428,3685,3743,3414,3476,165,153,5,13,20,28,112,138
157,Rappahannock County,2014,7336,3643,3693,3378,3434,158,144,5,12,23,31,107,123
157,Rappahannock County,2015,7400,3651,3749,3378,3468,160,152,6,15,28,36,122,140
157,Rappahannock County,2016,7380,3645,3735,3359,3450,166,155,9,14,27,37,132,149
157,Rappahannock County,2017,7393,3643,3750,3351,3467,163,152,12,14,30,37,126,156
157,Rappahannock County,2018,7345,3606,3739,3317,3456,164,151,12,14,32,37,131,155
157,Rappahannock County,2019,7370,3623,3747,3347,3460,157,152,10,16,34,37,144,179
159,Richmond County,2010,9280,5255,4025,3283,2966,1861,955,22,13,25,15,330,179
159,Richmond County,2011,9208,5231,3977,3258,2910,1851,955,22,16,29,19,337,188
159,Richmond County,2012,9079,5131,3948,3193,2905,1809,929,21,15,33,21,331,201
159,Richmond County,2013,8952,5013,3939,3081,2887,1800,935,24,15,32,21,340,204
159,Richmond County,2014,8884,4938,3946,3062,2893,1734,928,23,15,33,22,349,206
159,Richmond County,2015,8781,4874,3907,3030,2846,1694,939,25,15,34,20,365,207
159,Richmond County,2016,8758,4851,3907,3036,2848,1669,930,27,15,33,21,384,225
159,Richmond County,2017,8889,4989,3900,3118,2855,1717,913,27,15,33,22,412,247
159,Richmond County,2018,8970,5069,3901,3141,2861,1770,893,25,20,33,24,418,250
159,Richmond County,2019,9023,5092,3931,3138,2885,1785,890,26,24,37,27,415,243
161,Roanoke County,2010,92401,44055,48346,39860,43781,2278,2447,78,71,1191,1354,989,988
161,Roanoke County,2011,92815,44302,48513,39907,43724,2346,2552,79,77,1294,1452,1044,1068
